LON,LAT,FULL_STREET_NAME
-97.596146851532, 30.325468767844,10113 CURB STRAP DR
-97.974046609609, 30.37939685155,56 CASA VERDE
-97.659958963414, 30.428104445976,800 MAHOMET DR
-97.827227811718, 30.189281714159,8711 HUEBINGER PASS
-97.647652247554, 30.404399235296,13203 FIELDGATE DR
-97.729384963705, 30.299968071172,3816 DUVAL ST
-97.972149097679, 30.328501032049,3322 1/2 S FM 620 RD
-97.755921570007, 30.380197079928,4203 WALHILL LN
-97.690231750198, 30.388029426882,1107 MINDA DR
-97.832239574613, 30.280422388275,5606 SEDGEFIELD DR
-97.979035711306, 30.491992873792,8600 BRONCO LN
-97.756538993684, 30.450995342074,7613 WINDRUSH DR
-98.005559234924, 30.429256660773,20700 HAYES CV
-97.854938876204, 30.461327356356,2518 MORAY LN
-97.565614683807, 30.437926675624,5800 PRINCIPALE DR
-97.84633539807, 30.377441040069,10100 SCULL CREEK DR
-97.960859129693, 30.417196492742,4012 BEACH RD
-97.612731926857, 30.399154749073,14107 MACQUARIE DR
-97.81139906525, 30.443121455328,11217 TATERWOOD DR
-97.699621304144, 30.218527585756,7110 KANE ST
-97.749335239351, 30.243305369233,1915 BRACKENRIDGE ST
-97.691291267532, 30.293257085911,3900 TOM MILLER ST
-97.631442137129, 30.217780782416,1707 DENESA DR
-97.907597323708, 30.342498224407,12125 MONTCLAIR BND
-97.702876880244, 30.362243994901,1003 LITTLE ELM PARK
-97.756792112257, 30.458118312939,13409 BOLIVIA DR
-98.039254148502, 30.331521656423,19409 FERNANDO TRL
-98.028401975836, 30.298036402197,7720 BECASSEAU DR
-97.831130638357, 30.17024951594,2404 DREW LN
-97.717610862769, 30.429998816638,4501 DESTINYS GATE DR
-97.647290272698, 30.403440014383,13113 ROCHESTER LN
-97.648440935315, 30.386709175573,12231 1/2 DESSAU RD
-97.577978683776, 30.238607527103,15300 LUCIAN DR
-97.766872756599, 30.492093472223,9717 SPANISH WELLS DR
-97.789841796147, 30.497161144583,14609 SPRINGS EDGE DR
-97.739382230843, 30.266607536567,509 1/2 TRINITY ST
-97.704741197874, 30.303176777651,4912 1/2 MUELLER BLVD
-97.721144924334, 30.324940089631,5724 CHESTERFIELD AVE
-97.518703517346, 30.367641663409,14406 JOY LEE LN
-97.581277724737, 30.475325485766,19702 MALLARD POND TRL
-97.965332831967, 30.330519336915,119 ARIA RIDGE
-97.767883042672, 30.428015080851,11724 D K RANCH RD
-97.568234797781, 30.133559634999,145 STONY CREEK DR
-97.763448554309, 30.504047693236,15712 ECHO HILLS DR
-97.551258827652, 30.336368333533,16804 HAMILTON POINT CIR
-97.883004989811, 30.273032906691,8400 HENRY MARX LN
-97.546175088864, 30.471396778388,4217 DAWN LORRAINE DR
-98.079799873084, 30.385577467326,3209 S PACE BEND RD
-97.78734182749, 30.478389150497,10518 TURNBULL LOOP
-97.509620251906, 30.355447594366,19621 SMITH GIN ST
-97.976862228251, 30.374195775625,403 COPPERLEAF RD
-97.884590395628, 30.188089735113,10715 GALSWORTHY LN
-97.401819197358, 30.366713754199,19008 BEAR GRASS DR
-97.62184682664, 30.179301463098,11328 SAINT THOMAS DR
-97.958567184894, 30.351559984627,21 CYPRESS KNEE LN
-97.79434892854, 30.142308944993,10933 S IH 35 SVRD NB
-97.868389678569, 30.336991982911,1119 SAN AUGUSTINE DR
-97.890422724732, 30.378007672443,3711 EPPERSON TRL
-97.915983058339, 30.557914240496,2532 HIGH LONESOME
-97.641488567155, 30.441146176455,701 POINT RUN CV
-97.823721903861, 30.163854652693,10405 MARIETTA DR
-97.721480639028, 30.361172003068,8413 KIMBLE CV
-97.654635336124, 30.152091189984,7416 1/2 TOWERY LN
-97.608918799915, 30.43552200023,1205 MARIGOLD WAY
-97.553039578901, 30.465075982464,20000 CRESTED CARACARA LN
-97.652431976724, 30.40447443744,1009 BRIARGATE DR
-97.567286827678, 30.492905821779,21404 HINES LN
-97.763494193899, 30.226212658372,207 LESSIN LN
-97.736096752164, 30.414347550599,4707 DUVAL RD
-97.7419285762, 30.287631364905,407 W 24TH ST
-98.046994881926, 30.408708881852,311 KILMORY DR
-97.74724327837, 30.436143471035,6017 AVERY ISLAND AVE
-97.986793831312, 30.477449820715,7603 STAGECOACH CV
-97.637414498236, 30.232688129575,10803 PLATT LN
-97.89104420529, 30.186136579037,6100 SKAHAN LN
-97.8546835572, 30.375189427072,4904 RIVER PLACE BLVD
-98.002699955982, 30.371310382864,817 MARINER
-98.008746311694, 30.326141251611,321 RINGTAIL STREAM DR
-97.578970409535, 30.454974238889,18100 WIND VALLEY WAY
-97.86675465825, 30.32681199745,302 N TUMBLEWEED TRL
-97.782002056528, 30.476624604584,13621 DEFIANCE PASS
-97.776309648479, 30.254057075129,1900 PARAMOUNT AVE
-97.735675820327, 30.322933282237,1307 HARRIET CT
-97.71907083506, 30.207005413061,6000 1/2 BURLESON RD
-97.830637394074, 30.291587562554,813 CASTLE RIDGE RD
-97.867730709586, 30.336753789842,1208 MIAMI DR
-97.618727893788, 30.38964565636,3413 FIROJ DR
-97.787503243199, 30.244561652049,3310 1/2 WESTHILL DR
-98.017656516856, 30.427433923298,2701 WHITTIER CV
-97.656717409477, 30.472558222222,17107 SPANISH STAR DR
-97.733785885176, 30.254947475903,1211 HASKELL ST
-97.840033374323, 30.466642044988,2606 MELBA PASS
-97.689969909391, 30.408569948452,12329 CEDAR BEND CV
-98.025295102071, 30.32315288967,17908 DUFOUR DR
-97.665885203461, 30.368457745009,11102 WANDERING WAY
-97.512725124585, 30.353736348054,19317 SMITH GIN ST
-97.967175309485, 30.484863120555,8503 TIMBER TRL
-97.721180245144, 30.308265359305,4604 EILERS AVE
-97.827995236729, 30.189049209342,8804 HUEBINGER PASS
-97.691603910101, 30.390501313013,11702 CARSHALTON DR
-97.787687540934, 30.125230619853,11802 SHIMMERING SEA DR
-97.465159972877, 30.358889741065,22300 TRAILRIDERS CV
-97.697695447836, 30.380166384819,10706 BERTHOUND DR
-97.770450897742, 30.237899931812,3002 RAY WOOD DR
-97.739860862542, 30.362968505297,7953 1/2 SHOAL CREEK BLVD
-97.743570916878, 30.436556241616,12809 HEINEMANN DR
-98.017034149233, 30.321163604624,17401 HOMESTEAD HAVEN DR
-97.77613545836, 30.351852344492,4307 CAT MOUNTAIN DR
-97.993693062278, 30.366307488768,502 DRAGON
-97.698893668961, 30.295516034975,4605 CAMACHO ST
-97.71645288704, 30.147473314592,8416 GILWICE LN
-97.693424423781, 30.207163179805,7801 1/2 METROPOLIS DR
-97.786378479989, 30.201572010949,724 EBERHART LN
-97.994915691773, 30.447062411733,5107 SUNDOWN
-97.616255650289, 30.356452087835,11808 ARRAN ST
-97.745375470636, 30.335107224476,5802 BULL CREEK RD
-97.839946432813, 30.148815923314,11804 DAVE SILK DR
-97.79348641221, 30.171333659483,8912 1/2 VIGEN CIR
-97.719457765597, 30.309032142103,4710 CASWELL AVE
-97.693243309859, 30.426190601876,13119 KELLIES FARM LN
-97.75442551897, 30.210221565799,4523 1/2 S IH 35 SVRD NB
-97.629326109868, 30.469918160058,17909 NARSITIN LN
-97.786595702742, 30.354890586504,5809 TOM WOOTEN CV
-97.707506412786, 30.307762598435,1209 1/2 E 51ST ST
-97.976035662001, 30.382120859282,112 KNARR
-97.575911466062, 30.496536374248,21109 BYERLY TURK DR
-97.75908395217, 30.155597018138,8724 MINA DR
-97.649111546775, 30.467652779197,17100 TORTOISE ST
-97.752977399483, 30.497613661395,15612 TIPPYS TER
-97.92186782483, 30.50656717425,18804 WHITE RIM TRL
-97.891453395493, 30.372100779535,12428 BEVERLY VILLAS CT
-97.776411825518, 30.348634461783,4407 JESSAMINE HOLW
-97.743213850528, 30.418582906338,5300 DUVAL RD
-97.903815826204, 30.196809735717,7400 MOON ROCK RD
-97.796425746696, 30.21792724006,5322 MENCHACA RD
-97.551379104166, 30.336420974017,16800 HAMILTON POINT CIR
-97.673827741199, 30.294503014016,4912 PLUM PEACH BND
-97.774568685628, 30.414352823506,7202 CERCIS CV
-97.706611749925, 30.336934572696,401 BLACKSON AVE
-97.707492816868, 30.285472948065,2207 ROUNTREE DR
-97.723523816327, 30.343096933079,1301 MADISON AVE
-97.795018435238, 30.48003443886,11019 1/2 LAKELINE BLVD
-97.730417640116, 30.250434247679,1621 NASH HERNANDEZ SR RD
-97.911466060329, 30.341994536723,304 MEDITERRA PT
-97.699172649147, 30.294694206381,4309 1/2 NITSCHKE ST
-97.730206964876, 30.346788994665,1816 MADISON AVE
-97.585577556179, 30.228785911718,15005 CUSTIS LN
-98.031234040191, 30.383336387915,20400 MIRAZUL DR
-97.733343969332, 30.362114388265,8101 LOGWOOD DR
-97.700646388322, 30.413253591574,12308 LIMERICK AVE
-97.765186736849, 30.441303100653,12406 LOS INDIOS TRL
-97.520861221473, 30.370709283311,12108 TIMBER ARCH LN
-97.744101462154, 30.324894202558,5016 WOODVIEW AVE
-98.039063208505, 30.331007291028,5804 ALAMOSA CLEARING DR
-97.734298496798, 30.364532049484,8200 BRIARWOOD LN
-97.781460172665, 30.329369936714,3959 WESTLAKE DR
-97.767946171666, 30.455197566861,8515 ANDERSON MILL RD
-97.818752158288, 30.429534272269,10408 TULAROSA PASS
-97.681454582565, 30.3260285247,2009 MILLAY DR
-97.692893150758, 30.18742532978,7914 1/2 BURLESON RD
-97.733439630115, 30.340740525963,1806 BURBANK ST
-97.649143063211, 30.374719360918,11501 FLUSHWING DR
-97.897663946133, 30.377809833436,3413 ZEBECCA CREEK DR
-97.963238036853, 30.49400778825,20712 RAWHIDE TRL
-97.626002049492, 30.293959019613,6919 1/2 DECKER LN
-97.814424673563, 30.16784764947,1004 LEGEND MILTON LN
-97.685271259159, 30.219514659114,3 MADRONA DR
-97.69863507965, 30.298023266744,4620 1/2 HERZOG ST
-97.991763748452, 30.596567437914,26001 RANCH RD
-97.582493399069, 30.462863574222,18924 CANYON SAGE LN
-97.708931972805, 30.253959466927,3010 E 3RD ST
-97.544047951355, 30.355961387709,13724 FIELD SPAR DR
-97.712899978953, 30.415624942938,3203 PEDDLE PATH
-97.881781574089, 30.193390712982,10300 RHETT BUTLER DR
-97.70505321169, 30.389480238794,11208 PRAIRIE DOVE CIR
-97.978972197378, 30.392770834801,1337 OSPREY RIDGE LOOP
-97.579983031804, 30.28612634583,15021 HOG EYE RD
-97.706177987184, 30.292297199618,1916 EMMA LONG ST
-97.680638748606, 30.300177271386,5400 CHEVY CIR
-97.792780316115, 30.231490905179,2217 1/2 W BEN WHITE BLVD SVRD EB
-97.614697763939, 30.272252712498,5615 BLUE BLUFF RD
-97.960489292648, 30.455326046858,6804 SUNSET RIDGE WAY
-97.730227285786, 30.172214816133,6609 PASEO SAN LUCAS LN
-97.779216186029, 30.412459663226,10104 KISTLER CV
-97.580767916225, 30.462794824807,18941 WANDERING VINE CV
-97.858696801329, 30.335168863208,9305 WINCHESTER RD
-97.768210693735, 30.209606569415,4916 SUBURBAN DR
-97.563172941065, 30.425833225294,17128 BORROMEO AVE
-97.731833966657, 30.164186825486,6808 ONDANTRA BND
-97.564640022802, 30.307389097426,10014 N FM 973 RD
-97.889945206705, 30.191789358778,10605 WALPOLE LN
-97.562811191181, 30.436691350205,6016 PRINCIPALE DR
-97.785836258725, 30.27198452336,1 INWOOD CV
-97.717784178573, 30.427572420615,4219 1/2 GANYMEDE DR
-97.757708270055, 30.216957351854,700 INDUSTRIAL BLVD
-97.64582337879, 30.285809992229,5517 AGATHA CIR
-97.833749039521, 30.285333012276,6002 DIAMOND HEAD DR
-97.982884725441, 30.369108013319,822 SUNFISH
-97.877389122618, 30.25347506848,6431 1/2 TERRAVISTA DR
-97.56974134755, 30.130679418174,139 EDGE ROCK DR
-97.906049697643, 30.434627075059,7506 REED DR
-97.883017034086, 30.21991416386,8409 STARRY SKY WAY
-97.692896048684, 30.319655508017,1505 WHELESS LN
-97.45116831724, 30.349158994833,16730 ALBERT VOELKER RD
-97.827119199024, 30.430010555026,9532 INDIGO BRUSH DR
-98.005138539739, 30.418805252582,20301 CONTINENTAL DR
-97.738165019106, 30.263561050535,217 1/2 RED RIVER ST
-97.887140891065, 30.190792477099,6019 ROXBURY LN
-97.889625031932, 30.505242801028,13105 SOUTH RIDGE CIR
-97.567093765232, 30.491030406835,21217 WINDMILL RIDGE ST
-97.89323603765, 30.167466984095,12332 CARDINAL FLOWER DR
-97.638902005251, 30.360161247409,11316 CHURCH CANYON DR
-97.640548268118, 30.48172772552,18313 MORETO LOOP
-97.676789990653, 30.380931577592,11505 WHITE WING AVE
-97.749084194903, 30.250504336713,1315 S CONGRESS AVE
-97.789755741541, 30.376326234782,6505 CASCADA DR
-97.926709564864, 30.333506905846,1200 E LAKELAND DR
-97.739345070826, 30.260839213012,513 1/2 WILLOW ST
-97.539010185789, 30.367101453864,14120 KIRA LN
-97.839494592942, 30.20044767943,8400 BRODIE LN
-97.872045512578, 30.209105897737,5936 LOMITA VERDE CIR
-97.646655034417, 30.335803678836,4806 VALCOUR BAY LN
-97.752292462224, 30.317029120574,4501 1/2 JACKSON AVE
-97.603296730435, 30.356739346158,7117 LONGFORD TRL
-97.881839147807, 30.223380364986,8004 DARK VALLEY CV
-97.575491462012, 30.355690002017,9502 EVERINGTON PATH
-97.74392287814, 30.161210077277,6201 1/2 ROSEBOROUGH DR
-97.714146396066, 30.365285512028,8909 BRIARDALE DR
-97.907064375114, 30.196336330583,7436 BRECOURT MANOR WAY
-97.964866788402, 30.293709305396,13508 OVERLAND PASS
-97.744473622974, 30.336073644607,5903 BULL CREEK RD
-97.875598798876, 30.244171096384,6234 AVIARA DR
-97.768610092686, 30.135032396406,10720 SUNDAY DR
-97.649019119855, 30.39144904106,1605 ARIAL DR
-97.754566395443, 30.068635255741,14204 GRAEF RD
-97.706027770164, 30.308152647542,5109 LANCASTER CT
-97.776464000287, 30.404211588856,6801 YAUPON DR
-98.04591414817, 30.271367699518,10509 LAKE BEACH DR
-97.764277370089, 30.131343379758,11005 EL CAPITAN DR
-97.908598486877, 30.550337776167,805 BRAVE FACE ST
-97.6414742524, 30.410045927692,13416 BAUHAUS BND
-97.793419211002, 30.322239287192,3100 TORO RING
-97.571096696916, 30.479723035051,20324 FARM POND LN
-97.660064362896, 30.430539944599,841 OATMEAL DR
-97.68389514531, 30.459754457177,3513 MOCHA TRL
-97.586102776856, 30.232625216568,3510 TILMON LN
-97.856627178296, 30.231575343327,5711 MC CARTY LN
-97.924417043435, 30.378623877923,14431 HUNTERS PASS
-97.566916872394, 30.48897272366,21016 WINDMILL RIDGE ST
-97.769071553508, 30.240848173628,1103 CUMBERLAND RD
-97.98194166805, 30.478599070163,7900 DIAMOND TRL
-97.81027465821, 30.438908223533,10905 1/2 PICKFAIR DR
-97.992561466124, 30.240789741342,13105 WINDING CREEK RD
-97.697421660368, 30.286086203476,2100 E M FRANKLIN AVE
-97.765987384202, 30.212449846498,304 CHIPPENDALE AVE
-97.769867027955, 30.458988993568,8800 STILLWATER LN
-97.689825522143, 30.406336607891,1508 KIT CIR
-97.853274422109, 30.478147381965,1521 SKIP TYLER DR
-97.950882969464, 30.36475811127,200 S WHIPPOORWILL ST
-97.734752099292, 30.410409934936,11618 SPOTTED HORSE DR
-97.759448129215, 30.414132946199,11003 SIERRA NEVADA
-97.720521757039, 30.420832659138,4100 DAUPHINE DR
-97.720945801434, 30.148629126593,8317 DONNELLEY DR
-97.695498426006, 30.401772781068,12059 LINCOLNSHIRE DR
-97.805185828679, 30.21296957431,2101 AMUR DR
-97.664182553807, 30.358915625379,2022 ARBORSIDE DR
-97.982157387781, 30.338354689738,1 1/2 BORELLO DR
-97.5450313818, 30.44419658588,18812 ELK HORN DR
-97.945187443981, 30.366437451972,15105 BOWLING LN
-97.759772567918, 30.423405386481,11608 JUNIPER RIDGE DR
-97.95809412719, 30.370189389377,106 LAKE COMO DR
-97.402818363303, 30.373828876897,18621 GOLDEN EAGLE WAY
-97.990421237, 30.373312260349,123 SAILFISH
-97.993538500181, 30.367453133597,412 TEAL
-97.539329208458, 30.365584776302,13741 FALLSPRINGS WAY
-97.975041732692, 30.457509641461,20005 ALFALFA DR
-97.603243275211, 30.491647024563,512 CASTEBAR DR
-97.774941377394, 30.427900192148,11502 WINDERMERE MEADOWS
-97.703207025674, 30.226539272992,6211 LANGHAM ST
-97.433989221386, 30.350145727502,17717 MAJESTIC ELM LN
-97.892951081223, 30.185059093514,11130 READVILL LN
-97.653039679237, 30.419309110322,13917 RANDALSTONE DR
-97.618445543006, 30.407262229964,14416 TREYVON RD
-97.745459106348, 30.302908045285,1013 W 34TH ST
-97.704249804977, 30.294506059919,4205 1/2 SCALES ST
-97.768831407762, 30.252143178215,1603 NASH AVE
-97.754350836283, 30.44266455171,12806 DAKOTA LN
-98.045354552317, 30.280363358022,10029 JANET LOOP
-97.645672769778, 30.286381668483,5528 AGATHA CIR
-97.960655244967, 30.331466207927,105 1/2 ARIA DR
-97.556023020203, 30.334091245444,716 S SAN MARCOS ST
-97.775224067687, 30.104563649785,13005 BRAVE TENDERFOOT TRL
-97.622000165018, 30.388746667926,3211 E HOWARD LN
-97.661019591104, 30.327485338514,8607 1/2 E US 290 HWY EB
-97.956047967011, 30.351711988004,26 GREEN TERRACE CV
-97.7767835618, 30.109192792291,12305 TRACKLINE ST
-97.890382317159, 30.18883843944,10839 REDMOND RD
-97.706629743877, 30.337088395282,313 1/2 BLACKSON AVE
-97.856012191739, 30.458496940172,2704 FEATHERGRASS CT
-97.91425826331, 30.315838695241,2309 1/2 BERKLEYS BROOK DR
-97.91764438952, 30.543658416081,1028 TREVI FONTANA DR
-98.040242983407, 30.408042903352,206 SCONE DR
-97.969102030348, 30.494032204161,21007 RAWHIDE TRL
-97.705164429894, 30.290807392554,2404 TOM MILLER ST
-97.845491684048, 30.462374717471,2710 CORABELLA PL
-97.573997441993, 30.327963260843,11308 OLLIE MOKE TRL
-97.929394355809, 30.376426241269,2011 WHITEBEAD TRL
-97.644807596346, 30.293086085035,6116 SENDERO HILLS PKWY
-97.690213357285, 30.218126908692,7700 1/2 E RIVERSIDE DR
-97.696801437086, 30.297653318606,2514 MC BEE ST
-97.636906495862, 30.450398832468,124 HOMILY DR
-97.986915570557, 30.585571437029,13903 ROCK CLIFF DR
-97.494440530137, 30.358107103352,13615 SYMPHONY WAY
-97.697482161826, 30.298316521189,4617 VAUGHAN ST
-97.42783161916, 30.354482762324,14116 TORDILLO DR
-97.907365476811, 30.345336289328,12321 LABRADOR BAY CT
-97.804928135132, 30.450440077975,10411 DOERING LN
-98.015078519448, 30.346880738538,511 BALDOVINO SKWY
-97.685689580161, 30.419871357894,13007 MEEHAN DR
-97.911816589916, 30.174020225273,6701 VITRUVIUS DR
-97.998545854828, 30.489329192678,7905 COPPER PRAIRIE BND
-97.579827649773, 30.493840751484,21006 MORGANS CHOICE LN
-97.683570341846, 30.311299915201,2315 DEVONSHIRE DR
-97.630284208871, 30.152336330329,12925 STAYWELL WAY
-97.916550066629, 30.321225694899,11902 PLEASANT PANORAMA VW
-97.80631549273, 30.315726766253,5710 SCENIC VIEW DR
-97.640809389714, 30.471052267707,17839 LOCH LINNHE LOOP
-97.409475718145, 30.361071690858,13737 TUCKER HEDGE PASS
-97.764264700551, 30.494681665049,15517 BELFIN DR
-97.57011573242, 30.480207492779,2705 KICKAPOO CAVERN DR
-97.563262263187, 30.465778272882,3513 GRAIL HOLLOWS RD
-97.75249341135, 30.45409070886,7513 PEABODY DR
-97.704103328297, 30.298103859294,1832 1/2 MC BEE ST
-97.562314385308, 30.425184621405,17114 ALTURAS AVE
-97.906855365107, 30.382391792699,13602 MONTVIEW DR
-97.565251927048, 30.24480673874,16005 COWSLIP WAY
-97.991116395671, 30.341976660333,7 SWIFTWATER TRL
-97.647623692544, 30.286611823306,5528 SENDERO HILLS PKWY
-97.637461469495, 30.160874522682,6739 PLAINS CREST DR
-97.782767206149, 30.195711081205,6605 SUNSTRIP DR
-97.729953990698, 30.308545613508,4406 AVENUE D
-97.780025673959, 30.296208169982,3511 BRIDLE PATH
-97.491991780639, 30.354163356113,20609 JOHN GILL DR
-97.91800636576, 30.191487295484,7813 ADELAIDE DR
-97.633301843959, 30.407492086913,1710 CRYSTAL BEND DR
-97.770007853888, 30.410801867931,10407 CHARETTE CV
-97.681478598652, 30.460405916075,3309 BRATTON HEIGHTS DR
-97.963832171995, 30.360805824232,103 CHEERFUL CT
-97.62928170238, 30.450623035495,602 LANDON SAMUEL LOOP
-97.643784755686, 30.456930401596,910 RAMBLE CREEK DR
-97.921797929093, 30.352035812197,102 LAGO VERDE DR
-97.830956980217, 30.149052262112,11712 ALEXS LN
-97.72796606218, 30.421916427584,4703 PELHAM DR
-98.04801534099, 30.435153663952,1901 LAS ENTRADAS DR
-97.881346264783, 30.389287635897,12508 SIMMENTAL DR
-97.691142114299, 30.292977063706,3806 TOM MILLER ST
-97.676368440302, 30.077047857776,11213 SUPERIOR BAY LN
-97.699399049138, 30.415961878728,2203 GALWAY ST
-97.712568198793, 30.366971815044,1607 1/2 COLONY CREEK DR
-97.660993800786, 30.386638446698,1101 PEGGOTTY PL
-97.455295949608, 30.280481691868,8907 LUCINDA DR
-97.700343359806, 30.307500753086,1503 BROADMOOR DR
-97.865940202616, 30.345333239994,2101 MESTENA TRL
-98.026222301588, 30.422448403501,1801 OMAHA DR
-97.741085686052, 30.328697506522,5407 MONTVIEW ST
-98.089820965812, 30.389523587296,3655 OUTBACK TRL
-97.747958023974, 30.253452154529,1015 1/2 S CONGRESS AVE
-97.628180091846, 30.438878941246,703 W NOTON ST
-97.75747804279, 30.341404436442,5800 OVERLOOK DR
-97.66079906179, 30.428535493911,824 MAHOMET DR
-97.84287988286, 30.13529406938,12802 TOPPER LN
-98.017004791156, 30.408977181836,1132 THURMAN BLUFF DR
-97.833926852208, 30.156170747066,11316 1/2 MENCHACA RD
-97.663537925808, 30.381485069011,1125 BYERS LN
-97.694653565515, 30.201853703814,3404 LODGEPOLE DR
-97.8688953726, 30.28775243303,8622 1/2 NAVIDAD DR
-97.69952283984, 30.315468234371,1307 DANBURY SQ
-97.676676249116, 30.447348612818,2102 WATERWAY BND
-97.861774208544, 30.488716813279,612 BASIE BND
-97.785298266095, 30.15385680873,2117 DRY TORTUGAS TRL
-97.788201635665, 30.49997345572,14709 SHALLOW WATER CV
-97.919070257314, 30.179002607225,12312 BUVANA DR
-97.825880158067, 30.166981265094,10311 LAREDO DR
-97.749762086048, 30.360780905691,7602 1/2 WOOD HOLLOW DR
-97.661528773292, 30.380903373154,11829 TOBLER TRL
-97.691963240075, 30.319705085822,6505 ZILKER DR
-97.78995994947, 30.431705367633,9012 EVENING PRIMROSE PATH
-97.724015623021, 30.285458967716,1201 E DEAN KEETON ST
-97.767855141329, 30.335492965607,4904 BEVERLY HILLS DR
-97.87259831076, 30.202764117813,6408 YORK BRIDGE CIR
-97.738769050162, 30.257625639841,703 RIVER ST
-97.676623844626, 30.462657622492,15901 WINDROOT ST
-97.802563682918, 30.456019877845,10501 SALT BLOCK CIR
-98.010290410405, 30.431556659939,3207 MARSHALL AVE
-97.615501306044, 30.399041032583,13921 HEIDHORN DR
-97.630983900638, 30.150745955349,13017 KINCANE DR
-97.809906124228, 30.255560320591,2901 1/2 S CAPITAL OF TEXAS HWY NB
-97.927863702411, 30.330932189762,1409 E LAKELAND DR
-97.545326367144, 30.465234505879,20201 DUSTIN LN
-98.002113201722, 30.431079529384,3507 HAMILTON AVE
-97.718269517468, 30.067853497669,6605 SMARTY JONES LN
-97.962102319056, 30.581581271702,23807 FULKES LN
-97.798074801019, 30.495625281107,14000 CHISOS TRL
-97.695975707131, 30.380876394101,1469 S MEADOWS DR
-97.767327861143, 30.135847554695,6016 RINCON ST
-97.606409691457, 30.405981045342,3303 WINDY SHELF BND
-97.634693953094, 30.447623437344,1440 W PECAN ST
-97.668632388654, 30.29135382591,5320 HUTCHINSON DR
-97.870972049038, 30.334296818799,809 EL VIEJO CAMINO
-97.488424055242, 30.380200743719,14954 BOIS D ARC RD
-97.949932700712, 30.35392461726,14914 1/2 MURFIN RD
-97.726638658837, 30.347082308592,1704 RICHCREEK RD
-97.556489823727, 30.449521256658,17408 BRIDGEFARMER BLVD
-97.767409132294, 30.31554409415,3602 BALCONES DR
-97.56100001255, 30.421478152297,16817 DUMAS CV
-97.740528419534, 30.26658336722,300 E 5TH ST
-97.723109286901, 30.254291946621,2015 CANTERBURY ST
-97.408549593756, 30.371092145203,16449 FARMHOUSE LN
-97.733848545772, 30.143512563101,9213 CORVALLIS DR
-97.74442593491, 30.354274520451,3205 SKYLARK DR
